review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank,Google Play,revolutionary advancement digital banking combining exceptional usability intuitive interface seamless user experience among standout feature integration code account statement transaction advise chat transaction authentication limit threshold different single dashboard truly ahead curve keep excellent work handshake,318.0,36.0,7.86,0.0,0.0,0.0,0.0
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play,proudly innovation beyond expectation feature big win local shopper seller new update section smooth support merchant,117.0,16.0,6.38,0.0,0.0,0.0,0.0
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play,new update section smooth support merchant,42.0,6.0,6.17,0.0,0.0,0.0,0.0
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank,Google Play,bank super fast reliable super easy use banking need handled smoothly one place clean design seamless experience highly,119.0,18.0,5.67,0.0,0.0,0.0,0.0
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play,sup platform application grasp satisfaction mode operation mean budget use pay go chat staff bank merchant payment addition satisfied invite everyone use platform,162.0,23.0,6.09,0.0,0.0,0.0,0.0
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play,chat banking unique alow money request,38.0,6.0,5.5,0.0,0.0,0.0,0.0
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play,better inclusive,16.0,2.0,7.5,0.0,0.0,0.0,0.0
Amazing Application,5,2025-04-21,Dashen Bank,Google Play,amazing application,19.0,2.0,9.0,0.0,0.0,0.0,0.0
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play,keep time pay bill generate easily,34.0,6.0,4.83,0.0,0.0,0.0,0.0
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play,amazing time wow wow,20.0,4.0,4.25,0.0,0.0,0.0,0.0
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play,shopping meet opportunity feature buyer seller like never,57.0,8.0,6.25,0.0,0.0,0.0,0.0
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play,super experience effortless powerful built future,49.0,6.0,7.33,0.0,0.0,0.0,0.0
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play,amazing fast mobile banking,27.0,4.0,6.0,0.0,0.0,0.0,0.0
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen Bank,Google Play,lifesaver banking shopping bill one super easy new feature awesome support local merchant fast secure proudly regret,116.0,17.0,5.88,0.0,0.0,0.0,0.0
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank,Google Play,blend finance shopping daily service effortlessly new feature smooth support local back solution,96.0,13.0,6.46,0.0,0.0,0.0,0.0
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank,Google Play,solid step forward bank combine essential banking feature service making everything accessible one place interface smooth transaction quick reliable clear lot thought went design functionality great job,202.0,27.0,6.52,0.0,0.0,0.0,0.0
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play,bank super crucial convenient compare bank super,48.0,7.0,6.0,0.0,0.0,0.0,0.0
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen Bank,Google Play,finance super pay save shop seamlessly fast secure,50.0,8.0,5.38,0.0,0.0,0.0,0.0
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank,Google Play,bank industry,13.0,2.0,6.0,0.0,0.0,0.0,0.0
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank,Google Play,game changer digital banking fast secure service everything need one powerful true leap toward financial convenience innovation,127.0,17.0,6.53,0.0,0.0,0.0,0.0
"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play,easy simple use,15.0,3.0,4.33,0.0,0.0,0.0,0.0
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen Bank,Google Play,banking make smart local solution one place smooth fast actually saving time feel like future love,98.0,16.0,5.19,0.0,0.0,0.0,0.0
"All in one, that is it 👌",5,2025-04-21,Dashen Bank,Google Play,one,3.0,1.0,3.0,0.0,0.0,0.0,0.0
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank,Google Play,bank supper convenient attractive make life easier,50.0,7.0,6.29,0.0,0.0,0.0,0.0
very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play,easy flexible,13.0,2.0,6.0,0.0,0.0,0.0,0.0
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank,Google Play,choose bank super since easy use attractive feature,51.0,8.0,5.5,0.0,0.0,0.0,0.0
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank,Google Play,super simple faster reliable,28.0,4.0,6.25,0.0,0.0,0.0,0.0
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,bank super design wide range service smooth performance make incredibly convenient everyday banking fast secure truly bank commitment digital excellence highly,159.0,21.0,6.62,0.0,0.0,0.0,0.0
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen Bank,Google Play,keep getting better every update smooth performance great topnotch security thank making banking convenient,107.0,14.0,6.71,0.0,0.0,0.0,0.0
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play,simply use secure safe love use bank transaction,48.0,8.0,5.12,0.0,0.0,0.0,0.0
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank,Google Play,recently smooth user friendly fast everything work keep good work,65.0,10.0,5.6,0.0,0.0,0.0,0.0
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play,high performance advanced feature,33.0,4.0,7.5,0.0,0.0,0.0,0.0
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank,Google Play,user friendly attractive user interface full useful feature really encourage everyone give try,94.0,13.0,6.31,0.0,0.0,0.0,0.0
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank,Google Play,good actually work developer option,35.0,5.0,6.2,0.0,0.0,0.0,0.0
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen Bank,Google Play,convenience account paying bill shopping chat banking game changer seamlessly,77.0,10.0,6.8,0.0,0.0,0.0,0.0
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank,Google Play,appreciate bank take service account,36.0,5.0,6.4,0.0,0.0,0.0,0.0
keep it up!,5,2025-04-21,Dashen Bank,Google Play,keep,4.0,1.0,4.0,0.0,0.0,0.0,0.0
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank,Google Play,amazing really thats say bank one stap ahead best mobile application every phone,80.0,13.0,5.23,0.0,0.0,0.0,0.0
very comfortable app keep it,5,2025-04-21,Dashen Bank,Google Play,comfortable keep,16.0,2.0,7.5,0.0,0.0,0.0,0.0
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank,Google Play,clear detail information application help customer use easy use also secure,75.0,11.0,5.91,0.0,0.0,0.0,0.0
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank,Google Play,supper mobile banking overall appreciate turn developer option device stop properly would great could look issue often need access developer setting application thank attention matter,183.0,25.0,6.36,0.0,0.0,0.0,0.0
easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play,easiness use fast response time,31.0,5.0,5.4,0.0,0.0,0.0,0.0
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank,Google Play,new mobile banking application major upgrade incredibly clean modern design make navigation simple intuitive really appreciate fast load smooth overall experience essential service like balance check transfer bill payment ea find use added security feature give peace mind run reliably without crash clear lot thought went user,327.0,47.0,5.98,0.0,0.0,0.0,0.0
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen Bank,Google Play,internal customer bank greatly simplified banking experience easy use quickly check balance transfer money pay bill advanced security feature highly secure data well three click chat banking feature also given experience deed bank always ahead,243.0,35.0,5.97,0.0,0.0,0.0,0.0
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen Bank,Google Play,truly impressive banking super stand one innovative convenient digital banking solution financial history smooth navigation seamless feature wide range service one place well done,179.0,24.0,6.5,0.0,0.0,0.0,0.0
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen Bank,Google Play,bank super fast convenience also contain thing one interesting use bank super,77.0,12.0,5.5,0.0,0.0,0.0,0.0
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play,bank super truly elevated mobile banking experience fast essential feature interface clean intuitive making navigation easy even user also appreciate added security feature give peace mind banking go bank done amazing job reliable efficient always improving highly anyone looking seamless digital banking,304.0,42.0,6.26,0.0,0.0,0.0,0.0
A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank,Google Play,fantastic product keep good work,32.0,5.0,5.6,0.0,0.0,0.0,0.0
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank,Google Play,super efficiently budget feature impressive item three click,60.0,8.0,6.62,0.0,0.0,0.0,0.0
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank,Google Play,super offer quick experience together variety service like payment one convenient platform sleek design intuitive navigation ensure effortless transaction evident bank carefully make everyday financial activity easier great choice anyone aiming streamline digital routine,271.0,34.0,7.0,0.0,0.0,0.0,0.0
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play,supper useful customer,22.0,3.0,6.67,0.0,0.0,0.0,0.0
it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play,amazing mobile,14.0,2.0,6.5,0.0,0.0,0.0,0.0
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play,good fast supper thanks bank,28.0,5.0,4.8,0.0,0.0,0.0,0.0
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play,dear user bank super bank super must truly incredibly fast reliable never delay transaction one feature absolutely love chat banking make everyday task like balance transferring money simple sending quick message also tool huge help spending giving clearer,256.0,38.0,5.76,0.0,0.0,0.0,0.0
Too best,1,2025-04-21,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play,bank super make,15.0,3.0,4.33,0.0,0.0,0.0,0.0
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play,join digital world use supper make life easy,44.0,8.0,4.62,0.0,0.0,0.0,0.0
best mobile banking application,5,2025-04-21,Dashen Bank,Google Play,best mobile banking application,31.0,4.0,7.0,0.0,0.0,0.0,0.0
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play,banking incredibly well designed design appearance overall experience fantastic feature banking one even budget setting option super useful money everything run smoothly love convenient made daily life huge kudos bank truly living motto always one step ahead keep,263.0,38.0,5.95,0.0,0.0,0.0,0.0
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank,Google Play,really amazed idea service banking mean one step ahead please include kind product soon possible,96.0,15.0,5.47,0.0,0.0,0.0,0.0
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play,expect get service bank always like slogan,42.0,7.0,5.14,0.0,0.0,0.0,0.0
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank,Google Play,contemporary application offering great experience user perform multiple task single chatting friend transferring money paying bill first kind banking industry making remarkable opportunity entrepreneur working sale marketing good job bank,239.0,30.0,7.0,0.0,0.0,0.0,0.0
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank,Google Play,super give amazing convenience make life easy,45.0,7.0,5.57,0.0,0.0,0.0,0.0
excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play,excellent mobile banking,24.0,3.0,7.33,0.0,0.0,0.0,0.0
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play,wow like name super,19.0,4.0,4.0,0.0,0.0,0.0,0.0
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play,supper special,14.0,2.0,6.5,0.0,0.0,0.0,0.0
convenient and fast,5,2025-04-21,Dashen Bank,Google Play,convenient fast,15.0,2.0,7.0,0.0,0.0,0.0,0.0
Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play,really like amazing application supper made life easier,55.0,8.0,6.0,0.0,0.0,0.0,0.0
Superb,5,2025-04-21,Dashen Bank,Google Play,superb,6.0,1.0,6.0,0.0,0.0,0.0,0.0
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play,amazing feature faster easy use,31.0,5.0,5.4,0.0,0.0,0.0,0.0
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play,super offer modern experience leverage latest technological advancement deliver seamless platform,97.0,11.0,7.91,0.0,0.0,0.0,0.0
Best App!,5,2025-04-21,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play,love one best mobile banking banking industry,45.0,7.0,5.57,0.0,0.0,0.0,0.0
I love this app,5,2025-04-21,Dashen Bank,Google Play,love,4.0,1.0,4.0,0.0,0.0,0.0,0.0
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-20,Dashen Bank,Google Play,working information continue accept button phone,48.0,6.0,7.17,0.0,0.0,0.0,0.0
good,5,2025-04-20,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play,waw idea best,13.0,3.0,3.67,0.0,0.0,0.0,0.0
fast best app,5,2025-04-18,Dashen Bank,Google Play,fast best,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Nice App,5,2025-04-18,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice app ever,5,2025-04-17,Dashen Bank,Google Play,nice ever,9.0,2.0,4.0,0.0,0.0,0.0,0.0
good,5,2025-04-17,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play,disappointing close frequently unstable function,48.0,5.0,8.8,0.0,0.0,0.0,0.0
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank,Google Play,absolutely speed painfully slow seriously communicating server mar something,76.0,9.0,7.56,0.0,0.0,0.0,0.0
nic app,5,2025-04-16,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nice,5,2025-04-15,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank,Google Play,super remarkably fast highly secure exceptionally experience leading application stay ahead bank,96.0,12.0,7.08,0.0,0.0,0.0,0.0
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play,far good person customer service amazing,40.0,6.0,5.83,0.0,0.0,0.0,0.0
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play,backward doesnt always work work three hour hour great,54.0,9.0,5.11,0.0,0.0,0.0,0.0
ምርጫዬ ነው,5,2025-04-13,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play,bad connection many day working,31.0,5.0,5.4,0.0,0.0,0.0,0.0
it's samart,5,2025-04-10,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play,working properly,16.0,2.0,7.5,0.0,0.0,0.0,0.0
it is very good app,5,2025-04-10,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play,disappointing experience bank super service slow take forever load transaction incredibly additionally doesnt generate receipt transaction making difficult keep track expense also customer support response time longer overall better experience find service need improvement,273.0,34.0,7.06,0.0,0.0,0.0,0.0
slow cumbersome,3,2025-04-08,Dashen Bank,Google Play,slow cumbersome,15.0,2.0,7.0,0.0,0.0,0.0,0.0
Is really 💀,2,2025-04-07,Dashen Bank,Google Play,really skull,12.0,2.0,5.5,0.0,0.0,0.0,0.0
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,slow send reliable crushed many time need improvement many way,62.0,10.0,5.3,0.0,0.0,0.0,0.0
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank,Google Play,worst mobile banking experience ever work need randomly update without warning make transaction whenever want nightmare anyone main banking option especially lot money account lucky one still able access money need,214.0,31.0,5.94,0.0,0.0,0.0,0.0
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,experienced bank sup like old version application gave star low speed login,75.0,12.0,5.33,0.0,0.0,0.0,0.0
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,bank,4.0,1.0,4.0,0.0,0.0,0.0,0.0
best,5,2025-04-05,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
best of best,5,2025-04-04,Dashen Bank,Google Play,best best,9.0,2.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-04-04,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,working unless turn developer mode phone take right use,55.0,9.0,5.22,0.0,0.0,0.0,0.0
real super up,5,2025-04-04,Dashen Bank,Google Play,real super,10.0,2.0,4.5,0.0,0.0,0.0,0.0
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,disappointing fix soon possible bank fix,40.0,6.0,5.83,0.0,0.0,0.0,0.0
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,bank worker hidden card big problem,35.0,6.0,5.0,0.0,0.0,0.0,0.0
good,5,2025-04-04,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
tanku,5,2025-04-04,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice,5,2025-04-04,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
perfect,5,2025-04-02,Dashen Bank,Google Play,perfect,7.0,1.0,7.0,0.0,0.0,0.0,0.0
goood,5,2025-04-02,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,ask pin opt even opt touch let alone,36.0,8.0,3.62,0.0,0.0,0.0,0.0
it is best app easy to use,5,2025-04-01,Dashen Bank,Google Play,best easy use,13.0,3.0,3.67,0.0,0.0,0.0,0.0
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,easy use powerful application,29.0,4.0,6.5,0.0,0.0,0.0,0.0
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-03-31,Dashen Bank,Google Play,good feature feature like developer mode turn irritate user,59.0,9.0,5.67,0.0,0.0,0.0,0.0
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank,Google Play,mobile banking beyond access account easily able get many information easily ie rate able chat able budget able transfer bank within able access many account single able pay bill scan able make payment order delivery item single always one step ahead,250.0,41.0,5.12,0.0,0.0,0.0,0.0
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,fantastic bank,14.0,2.0,6.5,0.0,0.0,0.0,0.0
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,waw amazing thank bank,22.0,4.0,4.75,0.0,0.0,0.0,0.0
ok,5,2025-03-30,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice app,5,2025-03-29,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-27,Dashen Bank,Google Play,bank super super fast never issue transaction one favorite feature chat banking make easy thing like check balance transfer money quick message tool also really useful help keep track spending give clear picture,211.0,33.0,5.42,0.0,0.0,0.0,0.0
good,5,2025-03-27,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice application,4,2025-03-27,Dashen Bank,Google Play,nice application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank,Google Play,good like fast easy use,23.0,5.0,3.8,0.0,0.0,0.0,0.0
best experiences,5,2025-03-26,Dashen Bank,Google Play,best experience,15.0,2.0,7.0,0.0,0.0,0.0,0.0
too slow to use.,1,2025-03-25,Dashen Bank,Google Play,slow use,8.0,2.0,3.5,0.0,0.0,0.0,0.0
ጥሩ ነው,5,2025-03-24,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the worst app in the market only good ui,1,2025-03-22,Dashen Bank,Google Play,worst market good,17.0,3.0,5.0,0.0,0.0,0.0,0.0
nic,5,2025-03-22,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thanks for all digital transaction,5,2025-03-21,Dashen Bank,Google Play,thanks digital transaction,26.0,3.0,8.0,0.0,0.0,0.0,0.0
Good,4,2025-03-20,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Best,5,2025-03-20,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good,5,2025-03-19,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
